does not equalB339867818843594756	246979971	0	@DoctorChristian scared to start fluoxetine, what's you're opinion on them? Xx
349573465730330625	364397125	0	@MargoJMilne Yes, I remember some clients having botox for spasms, but usually baclofen or some such.
327774829325479936	532685644	0	well, lamotrigine's sorted. although my GP won't increase my citalopram till i get permission from the pysch :c
342026105231908864	76365159	0	Finish Cipro on Saturday so sods law means it will start raining again on Sunday!
327383370759811072	94083901	0	@NellFrizzell @eleanormorgan Oh god. She needs a daily dose of 37.5 mg of venlafaxine for two weeks, administered orally not a word ellie.
351469897869570048	265811130	0	Trimethoprim-Sulfamethoxazole, Cipro or Macrobid? @LactationJrny @yayayarndiva @NurturedChild she was full term and otherwise healthy
341755738630279168	124667744	0	Mom said its okay to take a couple of shots whenever I'm sad if I stop taking PROZAC!
342338269092147200	343698831	0	Limu lean mixed with a BluFrog mixed with a Vyvanse really makes me feel like I can run a marathon.
341895899238244353	309518774	0	Walk 2 blocks down the street, and there's the top of Vatican City... #Cipropic.twitter.com/xGUjL2nTTH
347113618577424384	136798873	0	@BurberryWife Sorry you can't do camp this year, that sucks! I hope ur meds get squared away & Lamictal works 4 u. Am the same here
349245953657679875	341711818	0	@AmyBadkin yes, Humira pens are large and kind of clunky. They work well but its a bit of a jab for sure. I prefer syringes.
343114021278470144	583054886	0	"@livwrenn: I know when tori take a vyvanse cause she tweets nonstop" that's what I do hahaha fuck
340299528819339265	345298684	0	I don't understand why people want hookuh pens like when you get addicted to the nicotine I'm gonna laugh
343718894403473408	71475416	0	@DanieTreg time for quetiapine!
343840891611516931	104057825	0	time to go back to corpus :D poppin' two vyvanse at the same damn time #swag
351245737268477952	60777133	0	HOW STELLA GOT HER PAXIL BACK
348570557354213378	29126755	0	@scoblitz Have you tried Costco pharmacy? Don't need to be a member & their drugs are insanely cheap. Kid's Lamictal $700 CVS = $23 Costco
343323825141862401	47595325	0	#BDS &parents MUST IMMEDIATELY BOYCOTT &stop use of #ISRAEL COPAXONE  REBIF  Exelon  DOXIL  Azilect  GONAL  etanercept- help apartheid
341267192404381696	1140778357	0	#undermybed giant stash of Seroquel "samples"
344452520044814337	195938034	0	David Wall's Lozenge up first on Northern Wish Radio featuring Gordie Johnson, Ken Whiteley, Al Cross, Gene Hardy, Kate Fenner, Whiteman
332447750530678784	64986227	0	Mirtazapine and olanzapine OD may cause drowsiness and small pupils. No response to naloxone #SAMCoventry
340328381679812608	494325849	0	@mrnick was getting out of control. I had no idea that coming off it would be so awful. Other than Paroxetine, I thought SSRIs were easy
342984510918500352	373577359	1	@JessBarrett227 Taking someone off 150mg off Seroquel, mixing it with Olanzapine in 2 wks causes psychosis - a proper assess was not done.
340575904021487616	340389565	0	"@kissoff8: One Tunes cherry menthol lozenge + one cup of earl grey = homemade menthol tea. Fuck you cold virus."post pride poorliness? Snap
342116096675037186	568877122	0	@jimcallisBA @texanfan2785 what college kid isn't on that or Vyvanse
345958089830301696	97567146	0	Rivaroxaban diary 2/2 ..but not hungry. Has to be taken with food. Only had 1 hot drink and 1 slice of bread so far today
346522714208612353	97567146	0	07.58 fay 17 Rivaroxaban diary. I reckon it will take 48 hours to get Rvrxbn out of my body. If I can't get hold of GP today may stop it.
353280276664811522	222016341	0	Effexor, Sunglasses, Advil, and A Couple Bloody Mary's = Best Hangover Cure
342062304914976770	14678966	0	A horse walks into a bar and asks for a throat lozenge.
341986717504503811	49170995	0	Blech!! I think I just burped up a little Prozac!
348090736593489920	15986599	0	Even on paxil I worry when people don't talk to me that they hate me but I know why I have that fear
352030864168853504	1230312476	0	Dabigatran is an oral anticoagulant from the class of the direct thrombin inhibitors. An alternative to warfarin.pic.twitter.com/l66Xb5nzZZ
341977876628922368	29030259	0	@itsmeh8 Trazodone is sometimes prescribed for sleep :)
353628542396936192	18332340	0	Goodnight all, Queen #quetiapine is in residence, and she ain't takin no for an answer!
349678218036527106	15891806	0	@hedonism_bot promethazine, they're an atihistamine so I get less of the horrible side effects of quetiapine
341973328094969856	118990336	0	My cat won't stop screeching the "Rains of Castamere". She needs prozac badly @PayPal can you fasttrack my money at ALL??? #DepressedCat
333962810541342721	18471661	0	@TheEttinauer Even weirder: I haven't taken Paxil in 14 years, but I still feel like that NOW.
351761400152068098	1035292591	0	Oral #Apixaban non-inferior in effectiveness & lowers bleeding c/w warfarin in acute venous thromboembolism #NEJMhttp://www.nejm.org/doi/full/10.1056/NEJMoa1302507?query=featured_home ...
328758656558575616	1174143866	0	slutty fluoxetine
340531626805194752	788645132	0	@briantrimble3 @DustinVFL As long as they're restrained & have had a relaxation psych cocktail (Haldol/Geodon mixer,etc),yall should be fine
331810131555794944	8127862	0	@elledub_1920 I can't take trazodone anymore cause I'm up with the baby every few hours. right now I'm mostly concerned with my stress level
352252891903426560	20637300	0	@erincandy I live with it daily...I take Paxil
332432099242045440	11255342	0	Forgot to take my iron supplements, folate supplements and fluoxetine. :( and I just realised.
333105912283803648	1256025349	0	Not even Cymbalta can help.
344846572418379777	322388141	0	Started vyvanse today and I've taken 4 pages of notes front and back in the first hour of class #gettinshitdone
340323417872031744	208712726	0	Whenever I tell my mom about a boy being mean to me she always says "Is he on Prozac? He is, isn't he?" What are you saying mom?!
342183812765208576	335304091	0	@wenbellings prescription, I have zoplicone, nice and gentle but work. I have Zometa to keep the bones strong and control the tumours
344174407595462656	347230948	0	this programme is annoying me now, they just weren't prescribing the Victoza properly
342714262571065344	416507498	0	T.O just took one of my vyvanse, game over
348859504315736064	1463837000	0	Comparison of 4 antipsychotics in patients over 40 with psychiatric disorders. quetiapine least safe http://1.usa.gov/14mFdY1 @MedClerkships
339992736792977409	857350968	0	I don't even smoke and I need nicotine right now haha
353043108499435520	1278431	0	Will science ever isolate the component of nicotine that turns a person into a littering dipshit?
332732984614608896	469076959	0	@JellyBruhh yeah haha my doctor's stupid he's like "it'll help you take your mind off being depressed" haha imma get on that cymbalta hype
341630030801170432	411851762	0	This Seroquel Got Me ONNNNNNN ` Smh I'm Off Here .
344489560606130176	1293643459	0	VENLAFAXINE MORE LIKE LESSVOICESINYOURHEADAZINE AM I RIGHT GUYS?
342641554348986368	1413609259	0	anyone have adderall or vyvanse they wanna give me?
343532517573394434	15332634	0	The sultry, smug, douchy voice of JOE BUCK. Would you like a throat lozenge? #BaseballNightinAmerica #Redsox #Angels
349394793987715072	21786977	0	Wow. Just wow. I hope Cipro works for him. It's a beast of a drug sometimes. @BryanMPoynter
341999813455380480	17063194	0	I'm surprisingly perky to say I'm three days off my prozac.
349159593357746177	20177436	0	The original court was hour-glass in design, with straight sides and a lozenge-shaped service area within the court, marked out with tapes.
350886278289567745	1537119104	0	@pharmacy_care #FDA has approved #paroxetine which is, a SSRI, to treat moderate to severe hot flashes associated with #menopause.
349411070093438976	309415101	0	I swear Trazodone is my better half.
348637857402990593	32668863	0	I'm horse tranquilizer, y'all just Paxil
348370604883341312	56969318	0	RT @Awisto: I have a contact ko CIPC (formerly known as Cipro),dm me.
341768054063132673	73997527	0	I'm useless af without my vyvanse #im #inappropriate
351405910108807168	971714347	0	6 staff members held pt down to give geodon. When we finished she says "y'all are lucky! You couldn't have fucked that out of me!" Ummmmm
340278857674395648	172482766	0	tea and nicotine is a great combination
341953078431457280	566733565	0	Vyvanse are my bestest friend
342013591882457089	22039666	0	@DrDrewHLN @drdrew #Zimmerman was removed from Vyvanse for mood swings before he was put on Adderall See Med report:pic.twitter.com/g5dXRJKPr5
342184296964034560	1338060397	0	@MS_Hippie21 just on vyvanse and bored lol
332428755517718528	513060399	0	Dear Nicotine, I Miss you! but it had to end for 20 years you where my friend A lyrical tweet it has to be, for dear nicotine not my destiny
353213217859842048	599598484	0	@britlee_harp cipro??? I just had the same issues when I was on it last week...no fun!!!
340293177636442113	229319384	0	@SassyPharmD Zyprexa and Risperdal work best from my exp, Ability is junk and Geodon marginal but qt prol is issue & metab sx
346480972511989760	319534713	0	@DarkRazorZ I started taking Lexapro but they couldn't give me Seroquel so I have to start taking it tomorrow
348887948546150400	1009724636	0	@SocialMediaShan @dsymons I used it with Enbrel and am in remission now. Now my mission is to try to help others the best that I can.
341401835409653760	1109344597	0	@mirandafields32 depression hurts, cymbalta can help
347761346403766272	21156387	0	@Geeky_Taurus I'm not bad, I'm getting by. :) Just switched to Cimzia from Humira so hoping that works.
349526092731777024	61533120	0	17 of the top 20 Medicare prescribers of the beta blocker Bystolic got speaking fees from maker Forest Labshttp://www.propublica.org/article/top-medicare-prescribers-rake-in-speaking-fees-from-drugmakers/ ...
349211788438540288	1514279184	0	two effexor a day.
352679635634487299	457230540	0	Took my vyvanse this morning with pinnacle vodka. This is a low
352259225721901058	1061562434	0	2.5h since 100mg dph, 2h since 200mg quetiapine (and other meds), no restless legs and barely noticeable somnolence
328525527184977925	16782082	0	@joesimpson475 @major___tom In my humble opinion the only reason for prescribing olanzapine is sedation.
347136233933246468	111516803	0	#FDA Drug Safety Communication: FDA is investigating two deaths following injection of #Zyprexa Relprevv http://1.usa.gov/13Qt4eU
341330298245611520	792415484	0	@EpilepsySucksUK Oxcarbazepine, lamotrigine & midazolam to control the different types, atonic, tonic clonic (rarely), focal & aura types :(
340359591722369025	329614811	0	RT '@Dave_Bugzy #MOH #Shisha delivers the addictive drug nicotine and is at least as toxic as cigarette smoke #WorldNoTobaccoDay
354450412209840131	990185886	0	In the FirstWord newsletter: EMA policy on clinical data release, Novartis targets biosimilar Enbrel & more http://bit.ly/fmuOdY #pharma
341712766903660544	826256077	0	I'm hoping I wake up to a nice little Prozac surprise
346780389328695298	339350742	0	Someone get Mike Emerick a lozenge. I don't want to listen to his voice crack all night
332353371564560385	352058741	0	The studying marathon is over folks. About to dream about drugs all night #diuretics #benzodiazepines #digoxin #metoprolol relieved zzz
344584570345234432	1393391472	0	@azmuscle I can't even imagine! I'm starting #Humira soon, should be interesting.
340982810078744577	198750209	0	any of my followers take lamictil or effexor??
346575368041410561	198650912	1	@BLEDNOS Lamictal and trileptal and seroquel...of course the seroquel I take in severe situations because gaining weight is never cool
